msno,city,bd,gender,registered_via,registration_init_time
user_0017640,1,28,,7,20150826
user_0017641,7,2015,female,3,20160610
user_0017642,16,32,male,4,20150520
user_0017643,18,32,male,3,20160818
user_0017644,1,29,male,3,20150521
user_0017645,1,29,female,7,20161212
user_0017646,1,2015,male,9,20150129
user_0017647,8,27,male,4,20160129
user_0017648,4,0,female,4,20150905
user_0017649,1,24,male,3,20150611
user_0017650,1,26,male,4,20160825
user_0017651,16,18,,4,20160429
user_0017652,21,29,female,3,20160715
user_0017653,1,18,female,7,20150729
user_0017654,2,29,female,3,20150809
user_0017655,1,33,female,4,20150828
user_0017656,4,30,male,3,20150906
user_0017657,8,44,male,9,20150319
user_0017658,1,32,male,4,20151014
user_0017659,12,32,male,13,20160406
user_0017660,15,28,male,4,20160229
user_0017661,18,38,male,7,20150408
user_0017662,1,24,male,4,20160609
user_0017663,9,2015,female,3,20170125
user_0017664,13,42,male,3,20160409
user_0017665,20,21,,4,20160819
user_0017666,1,2015,female,9,20150408
user_0017667,1,0,male,3,20160815
user_0017668,11,38,,4,20150428
user_0017669,10,23,,7,20160728
user_0017670,21,-1,male,3,20160111
user_0017671,6,1000,male,3,20150519
user_0017672,14,-1,female,3,20160502
user_0017673,10,20,male,7,20150213
user_0017674,2,35,male,3,20160706
user_0017675,18,0,male,9,20160607
user_0017676,13,27,male,9,20160312
user_0017677,4,21,female,4,20150814
user_0017678,19,51,female,13,20151001
user_0017679,11,33,female,3,20160514
user_0017680,15,44,female,3,20161109
user_0017681,11,0,female,7,20160423
user_0017682,21,37,male,9,20160610
user_0017683,5,37,female,13,20160510
user_0017684,5,0,female,3,20161022
user_0017685,12,38,,3,20150819
user_0017686,1,43,male,4,20151103
user_0017687,1,50,,4,20170101
user_0017688,3,25,female,3,20160317
user_0017689,8,0,female,7,20170122
user_0017690,20,23,female,4,20160326
user_0017691,1,54,female,7,20151121
user_0017692,1,15,male,13,20160819
user_0017693,1,37,female,9,20151004
user_0017694,7,43,male,3,20160801
user_0017695,10,23,female,3,20150712
user_0017696,1,38,male,7,20150815
user_0017697,18,45,female,3,20160124
user_0017698,1,29,male,3,20150609
user_0017699,20,0,male,9,20151025
user_0017700,15,29,female,4,20151012
user_0017701,20,15,male,7,20161027
user_0017702,3,33,,7,20150714
user_0017703,15,15,male,3,20150920
user_0017704,8,28,male,7,20170121
user_0017705,12,19,,7,20161126
user_0017706,1,2015,,3,20161124
user_0017707,11,25,female,13,20160525
user_0017708,1,23,male,3,20160711
user_0017709,4,2015,male,4,20150920
user_0017710,12,22,male,4,20160119
user_0017711,2,30,male,4,20160525
user_0017712,1,31,female,13,20161029
user_0017713,1,37,female,3,20150330
user_0017714,4,-1,,9,20150726
user_0017715,13,46,male,9,20161116
user_0017716,10,32,female,3,20161129
user_0017717,1,1000,male,3,20160412
user_0017718,3,33,female,3,20161231
user_0017719,1,30,,3,20160910
user_0017720,1,27,female,3,20150225
user_0017721,1,31,female,9,20150807
user_0017722,18,44,male,3,20160324
user_0017723,1,24,male,3,20160324
user_0017724,18,22,female,3,20170117
user_0017725,1,34,female,3,20150530
user_0017726,12,23,male,4,20151011
user_0017727,18,38,,9,20150330
user_0017728,21,22,,9,20160319
user_0017729,1,19,,3,20150426
user_0017730,1,40,female,9,20150826
user_0017731,1,17,,9,20151122
user_0017732,2,20,female,3,20161027
user_0017733,13,34,female,3,20160612
user_0017734,9,31,,3,20150503
user_0017735,1,36,female,7,20160715
user_0017736,18,27,male,13,20150321
user_0017737,4,47,female,4,20150612
user_0017738,15,25,female,4,20160906
user_0017739,12,15,,3,20160707
user_0017740,4,29,female,4,20150907
user_0017741,2,23,male,3,20151125
user_0017742,15,31,female,7,20160120
user_0017743,12,-1,male,4,20150709
user_0017744,18,26,,3,20150512
user_0017745,1,19,female,7,20150117
user_0017746,11,27,,9,20160918
user_0017747,1,54,female,3,20150726
user_0017748,1,15,male,4,20151028
user_0017749,5,28,female,7,20160501
user_0017750,10,49,male,7,20160414
user_0017751,14,21,male,3,20150910
user_0017752,4,19,,3,20150225
user_0017753,11,1000,male,7,20150807
user_0017754,20,40,,7,20150607
user_0017755,19,34,male,3,20161101
user_0017756,9,20,male,4,20150101
user_0017757,1,48,female,7,20160529
user_0017758,21,34,male,4,20150930
user_0017759,1,41,male,9,20150728
user_0017760,20,30,male,3,20151211
user_0017761,2,54,female,4,20160331
user_0017762,1,32,female,3,20160902
user_0017763,14,2015,female,9,20151022
user_0017764,1,38,female,3,20160814
user_0017765,1,29,male,7,20150612
user_0017766,16,23,female,4,20160320
user_0017767,21,23,male,3,20160730
user_0017768,16,37,,7,20150630
user_0017769,18,31,,3,20150903
user_0017770,1,1000,male,3,20150923
user_0017771,1,20,male,9,20170110
user_0017772,13,-1,,9,20160901
user_0017773,19,28,,3,20150130
user_0017774,18,41,,3,20150824
user_0017775,19,0,female,7,20150427
user_0017776,10,-1,male,7,20160822
user_0017777,10,44,female,4,20151121
user_0017778,5,42,female,3,20160222
user_0017779,1,34,female,9,20160809
user_0017780,9,26,,3,20150126
user_0017781,7,36,female,9,20150413
user_0017782,21,31,female,13,20150926
user_0017783,21,49,male,3,20151118
user_0017784,10,15,female,7,20160206
user_0017785,20,25,female,7,20151108
user_0017786,20,-1,female,3,20160510
user_0017787,14,31,male,13,20150113
user_0017788,6,22,,4,20150809
user_0017789,1,41,male,4,20150806
user_0017790,13,32,female,3,20150616
user_0017791,1,26,,4,20150115
user_0017792,1,50,male,3,20170118
user_0017793,4,42,female,13,20150520
user_0017794,1,29,male,9,20150626
user_0017795,19,33,,7,20160606
user_0017796,19,20,female,13,20161225
user_0017797,7,15,,9,20160919
user_0017798,9,27,male,7,20150412
user_0017799,1,35,male,3,20160209
user_0017800,4,50,,13,20160724
user_0017801,1,0,female,7,20151120
user_0017802,19,20,male,4,20150210
user_0017803,10,37,female,4,20151011
user_0017804,14,-1,,7,20161109
user_0017805,13,32,male,7,20160203
user_0017806,1,0,female,4,20160707
user_0017807,1,35,female,3,20150627
user_0017808,1,0,female,3,20151215
user_0017809,1,20,male,4,20150114
user_0017810,7,30,male,3,20150929
user_0017811,17,38,,4,20160824
user_0017812,11,40,female,9,20161025
user_0017813,15,41,female,9,20150821
user_0017814,15,49,,4,20151007
user_0017815,10,21,male,7,20160303
user_0017816,1,37,male,4,20150129
user_0017817,10,38,female,4,20160120
user_0017818,1,41,female,9,20161231
user_0017819,19,39,male,13,20150721
user_0017820,1,2015,female,3,20160208
user_0017821,11,35,,7,20151207
user_0017822,19,42,male,4,20151031
user_0017823,9,36,male,4,20150521
user_0017824,1,22,male,4,20160906
user_0017825,15,33,,3,20150606
user_0017826,14,43,,3,20161226
user_0017827,19,31,female,9,20160112
user_0017828,10,26,female,4,20160715
user_0017829,13,24,male,3,20161002
user_0017830,1,-1,female,13,20150126
user_0017831,1,2015,,7,20150815
user_0017832,1,28,,7,20161219
user_0017833,1,33,male,4,20160513
user_0017834,20,31,female,7,20150120
user_0017835,14,27,female,3,20150913
user_0017836,5,2015,female,3,20161130
user_0017837,1,39,female,7,20160106
user_0017838,1,26,female,7,20160813
user_0017839,6,36,male,4,20150314
user_0017840,4,15,,9,20160413
user_0017841,19,29,female,3,20151003
user_0017842,7,48,female,3,20161231
user_0017843,16,62,male,3,20170122
user_0017844,4,32,male,13,20150421
user_0017845,1,1000,female,4,20160616
user_0017846,9,47,male,4,20160730
user_0017847,4,47,female,7,20160105
user_0017848,1,1000,male,3,20160607
user_0017849,1,43,female,9,20150528
user_0017850,1,29,female,13,20160315
user_0017851,11,2015,female,3,20150525
user_0017852,14,34,male,3,20151120
user_0017853,1,25,female,9,20160515
user_0017854,1,30,male,4,20160717
user_0017855,6,26,female,3,20150802
user_0017856,5,38,male,13,20150307
user_0017857,6,38,male,9,20150711
user_0017858,7,25,female,3,20160102
user_0017859,10,26,male,7,20150705
user_0017860,12,22,female,7,20161102
user_0017861,1,28,male,3,20160802
user_0017862,19,29,,4,20150815
user_0017863,9,0,male,3,20150209
user_0017864,21,43,female,9,20160604
user_0017865,1,26,female,3,20151204
user_0017866,11,40,female,4,20160802
user_0017867,1,31,female,3,20150822
user_0017868,9,28,female,4,20160410
user_0017869,10,46,,3,20151103
user_0017870,6,40,female,3,20161203
user_0017871,1,29,female,7,20150817
user_0017872,7,22,male,4,20160709
user_0017873,9,38,male,3,20160806
user_0017874,18,28,,4,20170110
user_0017875,8,-1,female,3,20151226
user_0017876,4,34,female,3,20161229
user_0017877,11,20,male,9,20160807
user_0017878,12,1000,male,3,20160322
user_0017879,8,-1,male,9,20150419
user_0017880,4,20,female,7,20160610
user_0017881,21,-1,male,7,20160217
user_0017882,2,48,male,7,20161031
user_0017883,3,38,male,3,20150629
user_0017884,5,23,female,3,20161223
user_0017885,1,33,,3,20151219
user_0017886,11,42,male,3,20150304
user_0017887,1,29,male,3,20161227
user_0017888,8,2015,male,3,20150529
user_0017889,11,32,male,13,20150118
user_0017890,2,17,female,4,20170122
user_0017891,1,22,,9,20150522
user_0017892,10,2015,female,7,20160928
user_0017893,1,29,male,7,20160611
user_0017894,16,32,,4,20151224
user_0017895,6,1000,,4,20160701
user_0017896,8,28,male,3,20161216
user_0017897,4,30,female,9,20150506
user_0017898,1,45,male,3,20160228
user_0017899,12,27,male,7,20160124
user_0017900,21,44,,9,20150403
user_0017901,2,24,female,4,20151019
user_0017902,1,40,female,3,20161015
user_0017903,5,33,,9,20150813
user_0017904,19,33,male,3,20160623
user_0017905,11,31,male,7,20161010
user_0017906,1,33,female,3,20160206
user_0017907,1,36,male,7,20160109
user_0017908,16,28,female,3,20150525
user_0017909,9,27,male,9,20161111
user_0017910,1,34,male,4,20170112
user_0017911,4,31,female,3,20160505
user_0017912,18,0,male,9,20150928
user_0017913,1,49,female,3,20150807
user_0017914,16,37,male,3,20151030
user_0017915,10,24,,9,20160919
user_0017916,9,26,female,3,20150402
user_0017917,1,34,male,3,20150117
user_0017918,1,42,male,3,20161120
user_0017919,6,37,female,4,20161219
user_0017920,1,32,male,13,20150916
user_0017921,8,34,,3,20150314
user_0017922,10,44,female,13,20160210
user_0017923,1,15,female,3,20161127
user_0017924,1,39,,4,20150826
user_0017925,4,22,male,9,20150213
user_0017926,21,15,female,9,20160815
user_0017927,16,28,male,3,20150515
user_0017928,1,28,female,7,20160709
user_0017929,16,26,male,4,20150816
user_0017930,1,38,male,3,20160117
user_0017931,13,16,female,13,20161129
user_0017932,12,31,male,4,20160807
user_0017933,1,17,female,7,20151116
user_0017934,2,2015,,7,20160912
user_0017935,1,37,female,3,20161013
user_0017936,1,50,,3,20160217
user_0017937,1,-1,,4,20150728
user_0017938,10,1000,male,9,20150726
user_0017939,16,30,male,9,20160808
user_0017940,13,35,male,7,20150315
user_0017941,17,28,female,3,20160126
user_0017942,3,1000,male,3,20160725
user_0017943,4,41,,3,20160816
user_0017944,2,32,female,4,20150906
user_0017945,5,24,female,4,20160511
user_0017946,16,16,male,4,20150127
user_0017947,6,31,male,3,20160716
user_0017948,1,26,,7,20150518
user_0017949,2,40,male,9,20150507
user_0017950,12,33,female,9,20160301
user_0017951,1,47,male,3,20150409
user_0017952,1,23,female,4,20150225
user_0017953,20,41,male,3,20150328
user_0017954,18,35,male,9,20150711
user_0017955,1,24,male,4,20161101
user_0017956,1,17,male,3,20161008
user_0017957,1,25,female,9,20160311
user_0017958,8,15,,7,20150615
user_0017959,1,0,male,3,20150603
user_0017960,18,21,male,9,20150416
user_0017961,15,43,female,3,20151127
user_0017962,1,36,female,9,20160620
user_0017963,1,37,female,13,20160709
user_0017964,8,36,female,4,20160510
user_0017965,1,32,male,7,20160422
user_0017966,3,1000,male,4,20160205
user_0017967,1,41,,4,20160613
user_0017968,1,27,female,9,20151121
user_0017969,10,23,,9,20160708
user_0017970,11,22,female,4,20150207
user_0017971,9,24,female,9,20161019
user_0017972,3,33,female,3,20170118
user_0017973,10,23,,9,20151113
user_0017974,1,37,,3,20151226
user_0017975,1,34,male,9,20150619
user_0017976,1,26,female,3,20151030
user_0017977,9,23,female,4,20161207
user_0017978,1,24,,3,20160516
user_0017979,3,36,male,3,20161109
user_0017980,1,30,male,4,20160523
user_0017981,5,39,,3,20150817
user_0017982,1,40,female,3,20160126
user_0017983,21,1000,female,3,20160725
user_0017984,6,0,male,7,20160319
user_0017985,5,1000,,3,20160303
user_0017986,1,32,female,3,20150603
user_0017987,12,36,female,4,20160526
user_0017988,7,18,female,4,20150405
user_0017989,1,38,female,3,20161031
user_0017990,1,36,female,3,20150828
user_0017991,1,35,female,4,20160109
user_0017992,1,43,male,4,20151111
user_0017993,4,24,male,7,20160822
user_0017994,7,32,,13,20150927
user_0017995,4,32,,13,20150906
user_0017996,1,24,female,7,20160114
user_0017997,19,31,female,3,20160618
user_0017998,1,47,female,3,20150314
user_0017999,21,37,male,4,20151019
user_0018000,1,20,male,3,20160718
user_0018001,17,25,,7,20170104
user_0018002,10,19,female,3,20150125
user_0018003,13,40,female,7,20150318
user_0018004,1,36,female,3,20150524
user_0018005,17,51,male,3,20151003
user_0018006,10,34,male,3,20160528
user_0018007,8,25,male,4,20151212
user_0018008,18,25,male,3,20150131
user_0018009,10,19,male,3,20150601
user_0018010,1,43,male,3,20150426
user_0018011,1,44,female,3,20151123
user_0018012,1,43,female,3,20160523
user_0018013,1,48,female,3,20150827
user_0018014,1,31,female,7,20150114
user_0018015,7,31,male,4,20160306
user_0018016,7,34,female,7,20160902
user_0018017,11,31,female,7,20150706
user_0018018,14,40,female,7,20160105
user_0018019,1,35,male,4,20150621
user_0018020,1,0,male,9,20150516
user_0018021,1,26,male,3,20150228
user_0018022,9,-1,male,3,20161112
user_0018023,16,1000,male,3,20150803
user_0018024,7,31,male,4,20160112
user_0018025,1,18,,9,20150306
user_0018026,15,37,female,4,20160201
user_0018027,17,38,,9,20160602
user_0018028,1,35,male,7,20150525
user_0018029,5,27,female,3,20160506
user_0018030,1,18,,3,20160708
user_0018031,12,36,male,7,20160328
user_0018032,20,35,female,13,20161211
user_0018033,13,33,female,3,20160410
user_0018034,21,15,female,13,20160620
user_0018035,20,22,,7,20160819
user_0018036,12,33,female,3,20160713
user_0018037,3,37,male,3,20161210
user_0018038,19,37,female,9,20161020
user_0018039,1,41,female,9,20161026
user_0018040,1,42,female,7,20150729
user_0018041,1,1000,male,13,20161206
user_0018042,5,31,male,9,20160829
user_0018043,18,31,male,13,20150501
user_0018044,17,-1,female,4,20170115
user_0018045,1,21,female,4,20160330
user_0018046,1,0,male,3,20150310
user_0018047,14,38,male,3,20160810
user_0018048,4,30,female,3,20160831
user_0018049,1,16,female,3,20160626
user_0018050,1,1000,male,13,20160420
user_0018051,19,23,female,7,20160216
user_0018052,1,43,male,13,20160614
user_0018053,1,48,,3,20150809
user_0018054,3,39,male,7,20150513
user_0018055,20,16,male,4,20170115
user_0018056,5,-1,male,9,20150624
user_0018057,1,38,male,3,20150112
user_0018058,16,0,female,7,20150815
user_0018059,2,24,female,4,20150215
user_0018060,1,29,,3,20150323
user_0018061,1,15,male,4,20160419
user_0018062,12,38,male,3,20150725
user_0018063,8,39,female,3,20151208
user_0018064,12,19,male,3,20150709
user_0018065,1,15,male,9,20160702
user_0018066,20,51,male,3,20160914
user_0018067,3,21,,9,20150306
user_0018068,11,36,female,3,20151115
user_0018069,18,27,male,9,20161210
user_0018070,6,42,female,13,20150703
user_0018071,1,1000,,4,20160824
user_0018072,4,30,,9,20150720
user_0018073,1,29,female,3,20160617
user_0018074,7,0,female,3,20151104
user_0018075,1,-1,male,7,20161106
user_0018076,12,19,female,4,20160408
user_0018077,1,37,male,9,20151104
user_0018078,1,-1,,4,20160921
user_0018079,19,28,male,13,20150821
user_0018080,5,34,male,4,20170107
user_0018081,17,23,,4,20160720
user_0018082,4,2015,female,7,20161205
user_0018083,13,24,,13,20151024
user_0018084,15,1000,female,3,20150713
user_0018085,3,1000,male,3,20150224
user_0018086,11,17,female,9,20160217
user_0018087,4,27,,3,20160207
user_0018088,1,20,,3,20150910
user_0018089,7,1000,female,4,20160818
user_0018090,18,46,female,3,20150829
user_0018091,11,36,female,3,20151217
user_0018092,12,48,female,7,20160921
user_0018093,18,2015,female,4,20150404
user_0018094,3,18,male,3,20161106
user_0018095,19,26,,3,20161002
user_0018096,13,1000,female,4,20160117
user_0018097,14,38,male,3,20170125
user_0018098,7,32,female,7,20151201
user_0018099,12,23,,3,20160115
user_0018100,1,45,female,4,20160908
user_0018101,5,37,female,3,20151002
user_0018102,9,41,,9,20150706
user_0018103,1,28,male,3,20150713
user_0018104,5,29,,3,20161128
user_0018105,7,36,female,3,20150717
user_0018106,14,43,female,13,20150407
user_0018107,1,45,female,4,20161107
user_0018108,4,29,male,9,20151122
user_0018109,1,38,male,3,20150418
user_0018110,1,30,female,9,20170117
user_0018111,10,39,female,7,20150720
user_0018112,19,0,female,13,20161230
user_0018113,3,29,female,3,20160503
user_0018114,2,22,male,3,20161206
user_0018115,4,35,male,13,20151006
user_0018116,3,41,male,13,20160213
user_0018117,19,33,male,4,20161002
user_0018118,5,28,female,9,20161024
user_0018119,1,0,male,9,20160827
user_0018120,17,2015,male,4,20150411
user_0018121,3,34,male,4,20150317
user_0018122,2,1000,female,3,20161018
user_0018123,11,1000,female,7,20160222
user_0018124,8,35,female,7,20160522
user_0018125,17,26,female,4,20150114
user_0018126,2,38,,7,20150106
user_0018127,18,18,male,4,20161109
user_0018128,1,2015,female,3,20170108
user_0018129,1,35,,13,20161031
user_0018130,3,31,female,3,20161219
user_0018131,1,40,male,3,20151013
user_0018132,1,40,female,3,20161210
user_0018133,1,32,male,7,20150223
user_0018134,11,1000,male,4,20161028
user_0018135,1,23,female,4,20160530
user_0018136,1,2015,female,4,20151013
user_0018137,3,24,,7,20161020
user_0018138,18,30,male,3,20150528
user_0018139,13,39,male,3,20160623
user_0018140,1,29,male,4,20170120
user_0018141,4,24,male,7,20150624
user_0018142,1,39,,4,20161209
user_0018143,1,24,male,3,20160309
user_0018144,1,39,female,7,20161214
user_0018145,13,0,male,4,20160724
user_0018146,9,43,male,13,20150709
user_0018147,1,30,male,3,20160409
user_0018148,1,19,,7,20150210
user_0018149,17,33,male,3,20160531
user_0018150,1,28,,7,20151021
user_0018151,1,45,male,3,20150824
user_0018152,2,-1,,7,20150617
user_0018153,16,32,male,7,20150524
user_0018154,18,17,male,7,20161125
user_0018155,8,41,male,4,20161017
user_0018156,11,33,,4,20161021
user_0018157,1,30,female,3,20151012
user_0018158,13,35,female,3,20160228
user_0018159,20,29,male,9,20150730
user_0018160,2,25,male,13,20160320
user_0018161,1,25,male,3,20150324
user_0018162,1,37,female,4,20170126
user_0018163,4,2015,male,3,20161120
user_0018164,1,32,female,3,20161018
user_0018165,18,32,female,9,20150421
user_0018166,8,27,,9,20170102
user_0018167,12,28,,7,20150911
user_0018168,14,25,male,9,20151004
user_0018169,1,43,male,3,20150525
user_0018170,17,33,male,9,20151112
user_0018171,3,39,female,3,20161021
user_0018172,4,32,female,3,20150112
user_0018173,1,19,female,3,20150823
user_0018174,9,26,,3,20150304
user_0018175,3,21,male,4,20160115
user_0018176,17,0,female,3,20150726
user_0018177,10,34,male,9,20160719
user_0018178,9,21,female,4,20150128
user_0018179,3,15,,13,20150402
user_0018180,14,2015,male,7,20150517
user_0018181,16,30,female,3,20160211
user_0018182,15,44,,3,20160409
user_0018183,14,42,female,9,20161120
user_0018184,1,25,female,4,20150205
user_0018185,7,27,male,3,20161013
user_0018186,1,51,,3,20150626
user_0018187,2,32,female,3,20161113
user_0018188,7,48,,4,20160203
user_0018189,10,17,male,9,20150808
user_0018190,12,28,male,3,20160801
user_0018191,16,38,male,3,20150826
user_0018192,5,38,male,13,20150917
user_0018193,1,40,male,9,20150320
user_0018194,12,26,female,3,20150416
user_0018195,6,-1,male,3,20161126
user_0018196,9,-1,female,4,20161008
user_0018197,16,26,male,13,20150112
user_0018198,2,28,male,3,20150516
user_0018199,8,-1,male,13,20150107
user_0018200,1,32,female,7,20151231
user_0018201,1,24,female,4,20150406
user_0018202,1,48,male,4,20160807
user_0018203,6,0,female,7,20150925
user_0018204,20,15,male,3,20160624
user_0018205,20,35,,3,20160923
user_0018206,1,36,,9,20151222
user_0018207,5,1000,female,3,20160315
user_0018208,1,46,,9,20160220
user_0018209,1,32,female,3,20160326
user_0018210,15,38,,7,20150304
user_0018211,6,22,,3,20150209
user_0018212,13,39,male,4,20161228
user_0018213,1,15,male,4,20160608
user_0018214,11,19,,9,20161010
user_0018215,10,29,,7,20161020
user_0018216,14,1000,male,7,20160121
user_0018217,14,31,female,3,20150131
user_0018218,1,26,female,9,20150208
user_0018219,14,33,male,9,20160826
user_0018220,10,24,female,4,20160124
user_0018221,5,33,female,7,20151213
user_0018222,3,37,male,3,20160621
user_0018223,2,26,female,3,20150827
user_0018224,18,29,male,4,20150917
user_0018225,1,25,,4,20160728
user_0018226,7,33,female,3,20160709
user_0018227,4,28,female,9,20150417
user_0018228,15,45,,7,20160812
user_0018229,3,55,female,3,20151203
user_0018230,18,19,female,13,20160330
user_0018231,12,39,male,4,20160507
user_0018232,11,39,male,4,20150613
user_0018233,13,1000,,9,20151229
user_0018234,1,25,male,3,20160816
user_0018235,10,30,female,3,20151225
user_0018236,16,25,male,13,20150607
user_0018237,1,25,female,3,20151116
user_0018238,10,20,male,4,20150620
user_0018239,17,33,male,13,20150815
user_0018240,13,22,male,3,20150807
user_0018241,21,41,male,13,20161121
user_0018242,1,36,,3,20160806
user_0018243,2,39,,9,20150501
user_0018244,17,28,male,3,20151004
user_0018245,4,35,male,4,20160913
user_0018246,21,1000,male,13,20161129
user_0018247,13,1000,male,7,20150722
user_0018248,4,48,female,7,20160215
user_0018249,1,28,male,4,20150221
user_0018250,13,24,male,7,20150614
user_0018251,16,2015,male,7,20160820
user_0018252,1,38,male,3,20150811
user_0018253,18,30,female,7,20160119
user_0018254,9,25,male,9,20151126
user_0018255,16,25,female,7,20160524
user_0018256,8,31,male,3,20150409
user_0018257,17,-1,female,4,20160108
user_0018258,6,33,,3,20150905
user_0018259,1,22,female,3,20160917
user_0018260,1,35,female,4,20150819
user_0018261,13,20,female,9,20161020
user_0018262,19,27,male,7,20150315
user_0018263,2,30,male,3,20151209
user_0018264,13,33,male,9,20160905
user_0018265,21,37,female,7,20161002
user_0018266,17,39,,3,20160229
user_0018267,10,41,female,4,20160928
user_0018268,2,38,male,3,20150806
user_0018269,1,44,male,3,20160204
user_0018270,7,23,female,3,20151221
user_0018271,1,45,male,7,20161222
user_0018272,3,36,male,3,20150323
user_0018273,9,26,female,3,20150211
user_0018274,11,22,female,4,20160704
user_0018275,14,33,male,4,20151230
user_0018276,8,31,female,3,20160617
user_0018277,6,25,female,4,20160203
user_0018278,20,2015,female,13,20150830
user_0018279,1,32,male,4,20150505
user_0018280,1,43,male,9,20160927
user_0018281,9,22,female,9,20150319
user_0018282,1,24,female,3,20160216
user_0018283,1,23,male,4,20160405
user_0018284,3,23,male,4,20161224
user_0018285,4,35,,9,20150121
user_0018286,9,25,female,7,20150815
user_0018287,6,25,male,7,20161203
user_0018288,4,35,male,9,20150825
user_0018289,1,31,male,3,20170130
user_0018290,1,36,male,3,20150924
user_0018291,9,31,,4,20150331
user_0018292,20,36,female,7,20161212
user_0018293,21,26,male,7,20150508
user_0018294,1,24,female,9,20170121
user_0018295,1,24,female,3,20160930
user_0018296,12,45,male,3,20160804
user_0018297,14,27,male,3,20161017
user_0018298,1,21,male,7,20151015
user_0018299,14,47,male,3,20160411
user_0018300,3,26,female,7,20150129
user_0018301,6,32,,4,20160311
user_0018302,9,28,female,3,20151204
user_0018303,1,37,male,4,20160821
user_0018304,6,0,male,4,20150604
user_0018305,1,25,male,9,20150912
user_0018306,1,33,female,9,20160318
user_0018307,18,40,female,3,20160714
user_0018308,1,1000,male,3,20150121
user_0018309,7,48,male,9,20150610
user_0018310,4,-1,female,9,20150317
user_0018311,1,27,female,9,20151204
user_0018312,5,29,,3,20151215
user_0018313,1,33,female,3,20161111
user_0018314,4,31,female,4,20160823
user_0018315,1,24,male,13,20151028
user_0018316,19,28,male,4,20161025
user_0018317,12,38,male,7,20160215
user_0018318,3,15,,3,20150401
user_0018319,8,0,female,4,20151027
user_0018320,1,27,,3,20150301
user_0018321,18,18,female,3,20150921
user_0018322,9,31,male,3,20150728
user_0018323,2,40,,3,20150123
user_0018324,1,39,male,4,20160125
user_0018325,21,32,male,7,20160723
user_0018326,14,34,male,4,20161102
user_0018327,1,39,female,3,20161201
user_0018328,15,29,,3,20161104
user_0018329,1,2015,,4,20161018
user_0018330,1,33,female,9,20161113
user_0018331,9,40,female,9,20151027
user_0018332,1,24,male,9,20150205
user_0018333,2,34,female,9,20150708
user_0018334,1,37,male,4,20161123
user_0018335,18,32,,4,20160628
user_0018336,1,37,male,3,20160311
user_0018337,1,33,,7,20160113
user_0018338,4,23,female,4,20150713
user_0018339,11,28,female,4,20160317
user_0018340,8,27,female,3,20160229
user_0018341,7,15,female,3,20151205
user_0018342,1,25,,7,20161224
user_0018343,20,44,female,4,20160830
user_0018344,4,27,female,7,20150923
user_0018345,19,2015,,3,20160207
user_0018346,1,38,female,7,20161026
user_0018347,12,29,female,9,20150316
user_0018348,1,37,male,3,20151030
user_0018349,14,15,male,13,20151204
user_0018350,21,15,male,3,20160229
user_0018351,15,39,male,7,20160504
user_0018352,1,30,male,4,20150514
user_0018353,21,50,male,3,20161205
user_0018354,1,2015,female,3,20161210
user_0018355,1,30,female,3,20150902
user_0018356,14,23,,7,20160617
user_0018357,20,30,male,3,20160517
user_0018358,20,39,female,13,20151018
user_0018359,10,49,female,13,20150922
user_0018360,6,47,male,9,20151013
user_0018361,1,37,male,3,20151228
user_0018362,3,35,male,7,20150222
user_0018363,1,-1,female,9,20161130
user_0018364,1,23,male,4,20161016
user_0018365,9,39,male,4,20160202
user_0018366,1,32,male,9,20160505
user_0018367,4,27,male,3,20150907
user_0018368,6,2015,female,3,20160319
user_0018369,9,0,,9,20151117
user_0018370,1,27,male,9,20150920
user_0018371,9,32,male,13,20151212
user_0018372,1,0,male,9,20161030
user_0018373,18,22,female,3,20160316
user_0018374,1,28,female,13,20150819
user_0018375,1,0,female,3,20161226
user_0018376,12,29,,4,20150622
user_0018377,12,15,female,4,20161030
user_0018378,2,38,female,7,20150708
user_0018379,1,31,male,7,20150405
user_0018380,1,27,,3,20150309
user_0018381,17,24,female,9,20160311
user_0018382,9,32,male,3,20150105
user_0018383,2,2015,female,7,20161230
user_0018384,4,31,,3,20150610
user_0018385,5,18,male,9,20160725
user_0018386,11,0,female,9,20161106
user_0018387,14,38,female,3,20150122
user_0018388,7,-1,male,4,20150109
user_0018389,10,40,male,4,20150322
user_0018390,16,31,male,13,20161112
user_0018391,18,39,male,3,20160425
user_0018392,14,22,male,3,20161013
user_0018393,6,0,male,4,20161121
user_0018394,1,29,,3,20150108
user_0018395,1,2015,female,3,20160917
user_0018396,2,2015,female,7,20151209
user_0018397,14,35,female,4,20160729
user_0018398,8,35,male,3,20150820
user_0018399,3,0,female,3,20160802
user_0018400,16,0,female,9,20161222
user_0018401,15,33,male,4,20151201
user_0018402,7,25,,3,20161009
user_0018403,10,27,female,4,20151113
user_0018404,12,21,female,3,20151123
user_0018405,1,28,male,4,20150922
user_0018406,16,47,female,3,20151226
user_0018407,1,30,male,4,20161231
user_0018408,9,34,male,13,20160101
user_0018409,1,-1,female,4,20150812
user_0018410,10,36,female,7,20150625
user_0018411,1,42,,3,20150323
user_0018412,1,15,male,3,20151129
user_0018413,1,37,female,3,20160422
user_0018414,10,37,male,3,20160809
user_0018415,14,34,female,4,20161219
user_0018416,15,36,male,7,20150908
user_0018417,1,37,female,3,20160120
user_0018418,1,2015,male,7,20150527
